,COUNTYFP,NAME,full_area,34kt Winds,34kt_pct,50kt Winds,50kt_pct,64kt Winds,64kt_pct,indemnity_amount,pcp,PlantedAcres,NotPlantedAcres,TotalAcres
32,121,Suwannee,0.167954577478105,0.16795457747810502,100.00000000000003,0.16795457747810502,100.00000000000003,0.0,0.0,161468.0,15.43,59614.17999999999,5357.89,64972.06999999999
33,029,Dixie,0.1736957376908112,0.1736957376908114,100.00000000000011,0.1736957376908114,100.00000000000011,0.0,0.0,21168.0,18.85,8728.789999999999,805.0699999999999,9533.859999999999
34,007,Bradford,0.07272962541500008,0.07272962541500008,100.0,0.07272962541500008,100.0,0.0,0.0,0.0,14.51,2567.3799999999997,1633.66,4201.04
35,115,Sarasota,0.14283416025758894,0.1428341602575892,100.00000000000017,0.1428341602575892,100.00000000000017,0.1428341602575892,100.00000000000017,151831.0,26.72,7937.04,0.0,7937.04
36,035,Flagler,0.12222640003007233,0.12222640003007226,99.99999999999994,0.12222640003007226,99.99999999999994,0.0,0.0,0.0,18.27,7357.189999999999,250.0,7607.189999999999
37,059,Holmes,0.11946854923790093,0.1194685492379009,99.99999999999997,0.0,0.0,0.0,0.0,640.8,10.87,65133.48999999998,4.05,65137.539999999986
38,087,Monroe,0.3195458953230693,0.31954589532306893,99.99999999999987,0.31954589532306893,99.99999999999987,0.31178630275365127,97.57168135063262,0.0,16.52,0.0,0.0,0.0
39,109,St. Johns,0.16291823601979205,0.16291823601979186,99.99999999999987,0.16291823601979186,99.99999999999987,0.0,0.0,0.0,19.5,10326.800000000003,2.0,10328.800000000003
40,111,St. Lucie,0.14449412166798026,0.14449412166798029,100.00000000000003,0.14449412166798029,100.00000000000003,0.0,0.0,10575314.95,22.8,79034.74000000002,193.42,79228.16000000002
41,031,Duval,0.206391166830025,0.20639116683002534,100.00000000000016,0.20639116683002534,100.00000000000016,0.0,0.0,0.0,16.7,5739.170000000001,986.0,6725.170000000001
42,119,Sumter,0.13869983603600053,0.13869983603600014,99.99999999999972,0.13869983603600014,99.99999999999972,0.08869668735713727,63.94866056951605,2883.0,18.42,92312.83999999998,351.84999999999997,92664.68999999999
43,099,Palm Beach,0.5227469644306868,0.5227469644306867,99.99999999999997,0.5227469644306867,99.99999999999997,0.12382575479603182,23.687512931019686,4691722.0,15.21,307695.29,3448.0,311143.29
44,067,Lafayette,0.1326461156775003,0.13264611567750034,100.00000000000004,0.13264611567750034,100.00000000000004,0.0,0.0,0.0,16.79,50599.29,2011.3200000000002,52610.61
45,019,Clay,0.15580966100700014,0.1558096610069998,99.99999999999979,0.1558096610069998,99.99999999999979,0.0,0.0,0.0,16.91,3031.79,0.85,3032.64
46,049,Hardee,0.15095559922449978,0.15095559922449978,100.0,0.15095559922449978,100.0,0.15095559922449978,100.0,4891059.75,24.37,76515.49000000002,46.4,76561.89000000001
47,001,Alachua,0.23386180094799977,0.23386180094800024,100.0000000000002,0.23386180094800024,100.0000000000002,0.0,0.0,21478.0,15.3,39828.700000000004,6537.83,46366.530000000006
48,027,DeSoto,0.15070484222499958,0.15070484222499964,100.00000000000004,0.15070484222499964,100.00000000000004,0.15070484222499964,100.00000000000004,11190500.6,25.26,80193.66999999998,33.95,80227.61999999998
49,061,Indian River,0.12801943625264178,0.12801943625264178,100.0,0.12801943625264178,100.0,0.0,0.0,18101739.2,21.87,32253.560000000005,0.0,32253.560000000005
50,021,Collier,0.4917642033414839,0.49176420334148346,99.99999999999991,0.49176420334148346,99.99999999999991,0.49176420334148346,99.99999999999991,11345158.0,25.07,11973.820000000002,131.0,12104.820000000002
51,051,Hendry,0.27913529623150124,0.27913529623150113,99.99999999999996,0.27913529623150113,99.99999999999996,0.27913529623150113,99.99999999999996,23172804.8,13.56,244074.61000000002,7646.05,251720.66
52,005,Bay,0.21425186802794569,0.2142518680279456,99.99999999999996,0.0,0.0,0.0,0.0,0.0,10.85,564.5699999999999,0.0,564.5699999999999
53,063,Jackson,0.2330136117620951,0.23301361176209523,100.00000000000007,0.0,0.0,0.0,0.0,131231.5,10.31,151418.19,3.91,151422.1
54,101,Pasco,0.1832633582121496,0.1832633582121495,99.99999999999996,0.1832633582121495,99.99999999999996,0.1832633582121495,99.99999999999996,4319.0,19.71,54860.57,9602.03,64462.6
55,081,Manatee,0.18817100316115584,0.1881710031611559,100.00000000000003,0.1881710031611559,100.00000000000003,0.1881710031611559,100.00000000000003,963185.0,24.75,21259.080000000005,0.0,21259.080000000005
56,011,Broward,0.2864502229764961,0.2864502229764961,100.0,0.2864502229764961,100.0,0.11480386812481251,40.07812140339386,35526.0,19.93,454.18000000000006,0.0,454.18000000000006
57,015,Charlotte,0.1757084279223425,0.1757084279223427,100.00000000000011,0.1757084279223427,100.00000000000011,0.1757084279223427,100.00000000000011,2838221.0,22.22,2374.06,1667.0,4041.06
58,003,Baker,0.14303268881850137,0.14303268881850134,99.99999999999997,0.14303268881850134,99.99999999999997,0.0,0.0,0.0,13.69,4403.56,1310.0,5713.56
59,043,Glades,0.23233914497049943,0.2323391449704993,99.99999999999994,0.2323391449704993,99.99999999999994,0.2323391449704993,99.99999999999994,1342361.0,17.01,118937.61000000002,525.0500000000001,119462.66000000002
60,103,Pinellas,0.07796569837270291,0.07796569837270292,100.00000000000003,0.07796569837270292,100.00000000000003,0.07796569837270292,100.00000000000003,0.0,19.76,0.0,0.0,0.0
61,085,Martin,0.15983957305702448,0.15983957305702465,100.00000000000011,0.15983957305702465,100.00000000000011,0.01043291429882244,6.5271159696481345,459039.0,19.65,77490.83000000002,14475.730000000001,91966.56000000001
62,091,Okaloosa,0.24255004094799792,0.2425500409479979,99.99999999999999,0.0,0.0,0.0,0.0,0.0,12.82,19264.140000000003,0.0,19264.140000000003
63,017,Citrus,0.15813326326260627,0.1581332632626062,99.99999999999997,0.1581332632626062,99.99999999999997,0.13103147523586856,82.86142493516324,108112.0,17.37,11475.97,561.9200000000001,12037.89
64,083,Marion,0.3995440456410004,0.39954404564100066,100.00000000000007,0.39954404564100066,100.00000000000007,0.011369907692524796,2.845720720048203,503619.9,18.28,25150.81,110.16,25260.97
65,125,Union,0.06052186292450013,0.06052186292449997,99.99999999999973,0.06052186292449997,99.99999999999973,0.0,0.0,0.0,13.57,6059.5599999999995,587.83,6647.389999999999
66,117,Seminole,0.08259988752649992,0.08259988752649995,100.00000000000004,0.08259988752649995,100.00000000000004,0.0,0.0,78884.0,19.25,7478.39,0.0,7478.39
